,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,month,year,day,dayofweek
8779,380000.0,4,1.75,2260,7200,1.5,0,0,5,7,1360,900,1924,0,98056,47.5122,-122.186,1410,7465,1,2015,26,0
10569,248000.0,4,3.0,2163,5883,2.0,0,0,3,7,2163,0,2006,0,98001,47.2734,-122.251,1700,10143,5,2014,9,4
8773,291000.0,3,1.5,1860,60960,1.0,0,0,4,7,1140,720,1967,0,98042,47.3796,-122.102,2170,82764,6,2014,20,4
15347,1468000.0,4,3.25,5010,34460,2.0,0,0,3,12,5010,0,1988,0,98006,47.5469,-122.127,4760,34460,5,2014,19,0
6612,575575.0,3,1.75,1516,2897,1.0,0,0,3,7,998,518,1925,0,98103,47.6842,-122.341,2100,3854,10,2014,13,0
16381,641500.0,1,1.0,1000,9084,1.0,1,3,3,7,1000,0,1950,0,98146,47.5007,-122.382,1090,6536,3,2015,10,1
12087,249500.0,4,1.5,2120,8554,1.0,0,0,4,7,1170,950,1977,0,98002,47.2933,-122.195,1790,8554,2,2015,11,2
280,304900.0,4,1.75,2600,11325,1.0,0,0,4,7,1610,990,1969,0,98031,47.3954,-122.206,1720,11088,7,2014,3,3
9149,403504.0,4,1.0,1060,5750,1.0,0,0,3,6,950,110,1904,0,98199,47.6562,-122.389,1790,5857,8,2014,12,1
17581,220000.0,2,1.0,580,7500,1.0,0,0,3,5,580,0,1943,0,98178,47.4852,-122.251,1700,11250,3,2015,31,1
19264,391500.0,3,2.5,1920,9625,2.0,0,0,3,8,1920,0,1993,0,98045,47.4876,-121.8,1920,10343,7,2014,7,0
13088,875000.0,4,2.0,2520,6000,1.0,0,0,3,8,1400,1120,1921,2007,98103,47.6767,-122.35,1580,3720,5,2014,10,5
522,515000.0,5,3.0,2530,5105,1.0,0,0,3,8,1520,1010,2005,0,98133,47.7546,-122.341,2290,4011,3,2015,26,3
16000,325000.0,3,1.75,1780,11096,1.0,0,0,3,7,1210,570,1979,0,98074,47.617,-122.051,1780,10640,8,2014,4,0
1214,500000.0,4,2.0,2760,27631,2.0,0,0,4,8,1800,960,1978,0,98155,47.7484,-122.291,2490,13158,11,2014,25,1
17619,451000.0,3,2.5,2050,4876,2.0,0,0,3,8,2050,0,2005,0,98072,47.7746,-122.158,2320,4065,8,2014,4,0
19844,659950.0,4,2.75,3550,9400,2.0,0,0,3,9,3550,0,2014,0,98059,47.4827,-122.131,3550,9421,7,2014,16,2
3605,328000.0,2,1.0,700,4350,1.0,0,0,3,6,700,0,1943,0,98116,47.5577,-122.391,1620,5100,7,2014,28,0
19907,802945.0,5,3.5,4000,9234,2.0,0,0,3,9,4000,0,2015,0,98024,47.5265,-121.887,3690,6600,4,2015,9,3
5522,458000.0,4,3.0,3280,62726,1.5,0,0,3,7,3280,0,1979,0,98077,47.7509,-122.056,3210,73616,12,2014,12,4
7353,304000.0,3,2.5,1670,5298,2.0,0,0,3,8,1670,0,2002,0,98042,47.3925,-122.165,1920,5298,4,2015,6,0
7662,365000.0,3,2.25,1960,1985,2.0,0,0,3,7,1750,210,2003,0,98118,47.5419,-122.289,1760,1985,5,2015,7,3
4247,375000.0,2,1.0,940,9839,1.0,0,0,3,6,940,0,1910,0,98136,47.5379,-122.386,1330,8740,6,2014,18,2
548,315000.0,4,2.75,2300,18360,1.0,0,0,4,7,1560,740,1979,0,98058,47.4518,-122.16,1870,9588,9,2014,23,1
3113,775000.0,4,2.5,3310,5101,2.0,0,0,3,9,3310,0,2005,0,98052,47.6649,-122.08,3010,5176,9,2014,23,1
118,171800.0,4,2.0,1570,9600,1.0,0,0,3,6,1570,0,1950,0,98168,47.4965,-122.303,1880,9000,1,2015,8,3
3604,625000.0,3,2.25,1920,8412,1.0,0,2,3,8,1460,460,1977,0,98006,47.5578,-122.132,2490,8700,1,2015,2,4
11236,595000.0,2,1.0,980,3600,1.0,0,0,3,6,980,0,1907,0,98119,47.6366,-122.365,1690,3600,4,2015,28,1
18916,554600.0,3,1.75,1470,5000,1.5,0,0,5,7,1470,0,1900,0,98107,47.6755,-122.369,1530,5000,8,2014,18,0
282,2050000.0,5,3.0,3830,8480,2.0,0,1,5,9,2630,1200,1905,1994,98122,47.6166,-122.287,3050,7556,5,2015,13,2
1634,415000.0,3,1.75,2380,5650,1.0,0,2,4,8,1190,1190,1956,0,98118,47.5119,-122.255,2350,6554,11,2014,5,2
13295,162000.0,4,1.0,1460,16638,1.0,0,0,4,6,1460,0,1975,0,98010,47.3431,-122.048,1460,16638,1,2015,7,2
1431,715000.0,3,2.0,1760,5400,1.0,0,0,5,7,1160,600,1927,0,98103,47.6558,-122.331,1640,5400,7,2014,30,2
19453,300000.0,3,1.75,1310,9761,1.0,0,0,3,7,1310,0,1967,0,98034,47.721,-122.228,1490,9600,8,2014,19,1
16060,270000.0,3,2.25,2080,26574,1.0,0,2,3,7,1380,700,1993,0,98002,47.2846,-122.192,1770,8140,5,2015,12,1
12850,725000.0,3,2.0,1550,12262,1.0,0,0,4,7,1550,0,1964,0,98040,47.5755,-122.216,2900,12372,10,2014,13,0
9021,440000.0,3,2.25,1760,1800,2.0,0,0,3,7,1330,430,1983,0,98199,47.6579,-122.394,1150,4575,9,2014,16,1
7212,243500.0,4,2.5,2300,15188,2.0,0,0,4,7,2300,0,1966,0,98042,47.3683,-122.164,1820,10125,9,2014,23,1
2799,415000.0,5,1.75,3700,9140,1.0,0,0,3,8,1850,1850,1957,0,98178,47.5086,-122.258,2190,6720,12,2014,26,4
8314,515000.0,3,2.5,2010,7200,2.0,0,0,3,8,2010,0,1994,0,98028,47.7372,-122.223,1970,7202,7,2014,1,1
3749,500000.0,3,3.25,1490,902,3.0,0,0,3,8,1220,270,2001,0,98102,47.6357,-122.324,1550,1092,12,2014,3,2
10694,704000.0,3,1.0,1140,6120,1.5,0,0,3,7,1140,0,1926,0,98115,47.6822,-122.309,1800,4080,2,2015,25,2
18803,445000.0,3,3.0,1970,24318,1.0,0,0,3,8,1970,0,2010,0,98028,47.7651,-122.246,2150,14695,5,2014,16,4
10434,294950.0,2,1.0,1060,7868,1.0,0,0,3,7,1060,0,1952,0,98155,47.7414,-122.295,1530,10728,3,2015,11,2
17241,300000.0,3,1.0,910,7700,1.0,0,0,4,7,910,0,1971,0,98034,47.7303,-122.238,1250,7700,6,2014,18,2
2017,580000.0,3,3.25,1490,857,3.0,0,0,3,8,1220,270,2001,0,98102,47.6357,-122.324,1550,1092,11,2014,18,1
16989,975000.0,4,2.25,2250,3600,2.0,0,0,4,9,2010,240,1912,1994,98119,47.643,-122.37,1910,3990,4,2015,13,0
1430,470000.0,5,2.0,1900,6000,1.5,0,0,4,6,1900,0,1920,0,98033,47.6831,-122.186,2110,8400,2,2015,26,3
17410,425000.0,3,2.5,1800,14036,2.0,0,0,3,8,1800,0,1993,0,98019,47.7334,-121.97,2450,14025,3,2015,25,2
20571,552500.0,3,1.5,1300,1435,2.0,0,0,3,8,1120,180,2007,0,98122,47.6114,-122.31,1320,1652,3,2015,27,4
240,225000.0,3,1.75,1430,8505,1.0,0,0,4,7,1430,0,1968,0,98003,47.3173,-122.319,1190,8640,12,2014,8,0
12119,506000.0,3,1.75,2180,7700,1.0,0,0,3,8,1480,700,1961,0,98177,47.7594,-122.361,2180,7604,6,2014,17,1
16647,305000.0,4,1.0,2100,9288,1.0,0,0,4,7,1050,1050,1968,0,98058,47.4558,-122.171,1600,8550,5,2014,27,1
5441,638500.0,4,1.75,1770,12462,1.0,0,2,4,8,1770,0,1962,0,98166,47.4355,-122.338,2310,14810,4,2015,20,0
9852,565000.0,4,2.5,2280,9725,2.0,0,0,3,8,2280,0,1986,0,98072,47.7568,-122.141,2140,8780,10,2014,9,3
7642,253000.0,3,1.0,1030,6250,1.0,0,0,3,7,1030,0,1960,1997,98056,47.4988,-122.168,1160,7250,10,2014,9,3
3734,800000.0,4,2.5,3100,7807,2.0,0,0,3,9,3100,0,2003,0,98034,47.7151,-122.227,3100,7807,3,2015,30,0
5708,350000.0,4,2.5,2810,10433,2.0,0,0,3,8,2810,0,2001,0,98022,47.1895,-122.015,2640,9240,8,2014,19,1
10189,270000.0,3,1.0,1500,5605,1.0,0,0,5,6,750,750,1942,0,98106,47.5456,-122.359,1050,9100,8,2014,18,0
10708,375000.0,5,2.5,2840,15598,1.0,0,0,4,8,1470,1370,1975,0,98059,47.4693,-122.117,2570,14930,7,2014,23,2
16038,1365000.0,5,3.5,4210,17258,2.0,0,3,3,12,4210,0,1995,0,98006,47.553,-122.114,4630,17909,6,2014,11,2
19414,504975.0,2,2.5,1900,4871,2.0,0,0,3,8,1900,0,2005,0,98053,47.7132,-122.034,1640,4780,7,2014,29,1
19471,1388000.0,5,1.75,2650,11340,1.0,0,0,3,8,2650,0,1955,0,98004,47.626,-122.213,2780,13204,3,2015,27,4
1905,548800.0,4,1.0,1660,4704,1.5,0,0,3,7,1260,400,1930,0,98115,47.6918,-122.32,1360,5413,7,2014,7,0
4709,575000.0,4,2.5,2550,56628,2.0,0,0,3,9,2550,0,2001,0,98027,47.4913,-122.081,1870,56628,7,2014,15,1
17727,839000.0,3,2.5,3200,203425,1.0,0,0,3,10,3200,0,2000,0,98077,47.7614,-122.015,3200,203425,6,2014,24,1
3123,527000.0,4,2.5,2900,6736,2.0,0,0,3,8,2900,0,2013,0,98059,47.4954,-122.152,2900,6736,10,2014,20,0
4385,939000.0,4,2.25,2240,9684,2.0,0,0,4,9,2240,0,1970,0,98040,47.5489,-122.225,2440,9618,4,2015,21,1
19904,615000.0,3,2.25,1760,1146,3.0,0,0,3,9,1760,0,2014,0,98122,47.6073,-122.304,1346,3472,5,2014,31,5
5258,600000.0,3,1.0,1040,5000,1.5,0,2,3,7,1040,0,1912,0,98107,47.6754,-122.359,1440,4400,4,2015,23,3
16369,580000.0,2,1.0,1040,3200,1.0,0,0,3,7,1040,0,1926,0,98103,47.6558,-122.334,1890,4000,11,2014,20,3
4351,458500.0,3,2.0,1890,1599,2.0,0,0,3,9,1430,460,2012,0,98136,47.5438,-122.385,1780,1562,6,2014,23,0
1921,740000.0,5,5.0,5774,31675,1.0,0,2,3,11,4490,1284,1984,0,98003,47.3466,-122.323,3260,13200,5,2014,14,2
20257,1302000.0,4,3.5,3590,5334,2.0,0,2,3,9,3140,450,2006,0,98115,47.6763,-122.267,2100,6250,4,2015,23,3
19230,252500.0,3,2.0,1900,8002,1.0,0,0,3,7,1900,0,1991,0,98023,47.2909,-122.352,1900,6086,6,2014,26,3
13402,765000.0,4,2.5,2660,5043,2.0,0,2,3,9,2660,0,2003,0,98029,47.5445,-121.996,3010,5500,10,2014,3,4
21149,950000.0,5,4.0,4100,8120,2.0,0,0,3,9,4100,0,2011,0,98053,47.6917,-122.02,4100,7625,10,2014,29,2
3118,415000.0,2,1.0,670,6000,1.0,0,0,5,6,670,0,1949,0,98118,47.561,-122.275,1240,5040,4,2015,17,4
9924,650000.0,2,1.0,1280,6000,1.0,0,0,3,7,1280,0,1965,0,98112,47.6339,-122.282,2460,4800,7,2014,31,3
12302,668750.0,4,2.5,2340,6420,1.0,0,2,3,8,1590,750,1964,0,98177,47.7728,-122.386,2110,10856,5,2014,21,2
13967,3395000.0,4,3.5,4730,47870,1.0,1,4,3,10,2940,1790,1954,0,98033,47.6967,-122.216,3250,49346,3,2015,3,1
2435,355000.0,3,2.25,2550,9674,1.0,0,0,3,7,1850,700,1959,0,98178,47.4856,-122.247,2240,9674,11,2014,20,3
1242,375000.0,2,1.0,1840,81892,1.0,0,0,3,6,1840,0,1955,0,98072,47.7694,-122.124,2550,40089,2,2015,27,4
12983,490000.0,3,2.5,3080,7363,2.0,0,0,3,9,3080,0,2006,0,98055,47.4473,-122.205,2860,5273,10,2014,10,4
13684,515000.0,4,2.5,2890,15067,2.0,0,0,3,9,2890,0,2003,0,98024,47.5666,-121.907,3090,15398,8,2014,26,1
12898,443950.0,3,1.75,2000,36000,1.0,0,0,3,6,2000,0,1946,1995,98056,47.5217,-122.182,2100,9681,10,2014,20,0
12170,219950.0,3,1.0,1060,10042,1.0,0,0,4,7,1060,0,1957,0,98188,47.4434,-122.283,1130,10925,3,2015,23,0
10335,229900.0,4,1.75,1550,9899,1.0,0,0,4,7,1550,0,1967,0,98030,47.3583,-122.183,1500,11272,9,2014,15,0
15918,960000.0,4,2.5,2820,5934,1.0,0,3,5,9,1770,1050,1952,0,98116,47.5706,-122.403,2230,6000,8,2014,1,4
15162,930000.0,2,1.5,1800,4500,1.0,0,2,3,7,1000,800,1942,0,98109,47.6305,-122.347,2270,3840,12,2014,16,1
3632,435000.0,3,1.0,1050,5500,1.0,0,0,3,6,930,120,1920,0,98126,47.5402,-122.38,1410,5834,8,2014,7,3
11826,397000.0,3,1.75,1340,5100,1.0,0,0,3,7,1340,0,1953,0,98103,47.694,-122.348,1550,5100,10,2014,24,4
3363,403500.0,5,2.5,3600,17300,1.0,0,0,4,8,2410,1190,1968,0,98166,47.4468,-122.341,2620,30200,6,2014,18,2
6095,713900.0,3,2.5,3370,167706,1.0,0,0,3,10,3370,0,2000,0,98038,47.4379,-122.022,3350,213444,3,2015,6,4
17464,389950.0,3,1.75,1580,9049,1.0,0,0,3,8,1580,0,1966,0,98177,47.7776,-122.375,2100,8446,10,2014,14,1
13253,760000.0,3,2.0,1780,1750,1.0,0,2,3,8,1400,380,1927,2014,98103,47.6797,-122.357,1780,3750,12,2014,6,5
20020,739000.0,3,2.5,2310,7348,1.0,0,3,3,8,2310,0,2010,0,98053,47.7116,-122.019,2310,7153,9,2014,11,3
17962,765000.0,5,3.75,3580,14275,2.0,0,0,3,10,3190,390,1999,0,98027,47.5322,-122.056,2740,14300,5,2014,15,3
6009,1325000.0,4,2.25,2870,6280,1.5,0,0,4,9,1980,890,1905,0,98112,47.6329,-122.31,2370,4760,6,2014,20,4
5334,625000.0,2,1.0,2160,2192,1.0,0,0,5,8,1170,990,1925,0,98119,47.6364,-122.371,1150,2152,10,2014,15,2
6363,264950.0,3,1.5,1400,10853,1.0,0,0,4,7,1400,0,1964,0,98055,47.4433,-122.194,1620,10849,12,2014,10,2
14189,639950.0,2,1.75,1780,4520,1.0,0,0,5,7,890,890,1925,0,98116,47.5798,-122.404,1560,4520,8,2014,11,0
20280,785000.0,4,3.5,3310,4850,2.0,0,0,3,9,3310,0,2010,0,98053,47.6954,-122.022,3320,5955,8,2014,14,3
4145,290000.0,3,2.25,1500,7482,1.0,0,0,4,7,1210,290,1968,0,98055,47.4619,-122.187,1480,7308,10,2014,3,4
19420,557000.0,4,1.75,2660,11315,2.0,0,0,4,8,2660,0,1983,0,98074,47.6204,-122.044,1980,11315,12,2014,18,3
6328,372000.0,3,2.5,1920,15260,2.0,0,0,3,7,1920,0,1990,0,98019,47.7317,-121.964,2370,15235,1,2015,16,4
21610,402101.0,2,0.75,1020,1350,2.0,0,0,3,7,1020,0,2009,0,98144,47.5944,-122.299,1020,2007,6,2014,23,0
15754,962800.0,4,2.75,3630,11775,2.0,0,0,3,10,3630,0,1999,0,98074,47.6378,-122.066,3800,12451,3,2015,24,1
20565,350000.0,3,2.5,1380,1590,2.0,0,0,3,9,1160,220,2012,0,98126,47.5444,-122.375,1380,1590,11,2014,5,2
21467,1987500.0,5,3.5,5230,8960,2.0,0,0,3,11,4450,780,2014,0,98004,47.5964,-122.201,2310,9603,12,2014,1,0
12198,260000.0,3,2.5,1520,6298,2.0,0,0,3,7,1520,0,1986,0,98030,47.3687,-122.182,1670,7207,11,2014,14,4
6158,450000.0,4,1.75,2190,11625,1.0,0,0,4,8,2020,170,1956,0,98146,47.4979,-122.363,1920,8855,4,2015,29,2
15499,509950.0,3,2.5,2210,70567,2.0,0,3,3,9,2210,0,1995,0,98014,47.6087,-121.895,2000,73616,8,2014,19,1
17882,517000.0,4,1.0,1650,8250,1.0,0,0,3,7,1650,0,1966,0,98008,47.6366,-122.118,2240,9776,4,2015,28,1
21304,799950.0,3,2.25,1860,1386,3.0,0,0,3,9,1860,0,2014,0,98112,47.6368,-122.279,1680,3080,8,2014,12,1
562,880000.0,3,2.5,2870,5163,2.0,0,0,3,9,2870,0,2014,0,98103,47.6935,-122.352,1630,7995,12,2014,17,2
7938,545000.0,3,2.25,2290,14585,2.0,0,0,3,8,2290,0,1981,0,98075,47.5874,-122.074,1660,36961,9,2014,24,2
6962,1580000.0,3,3.25,3690,7200,2.0,0,0,3,11,3690,0,2007,0,98033,47.6815,-122.2,1880,7200,5,2014,21,2
2747,726000.0,5,3.0,2970,10335,2.0,0,0,3,9,2970,0,2000,0,98075,47.598,-122.019,2970,10335,7,2014,14,0
3155,700000.0,4,2.0,2230,4635,1.5,0,0,5,7,1510,720,1908,0,98103,47.682,-122.349,1520,4635,2,2015,19,3
15498,352900.0,2,1.5,1240,1892,2.0,0,0,3,7,1240,0,2002,0,98144,47.5915,-122.295,1220,1740,2,2015,5,3
18514,245000.0,4,1.75,1930,7650,1.0,0,0,4,8,1280,650,1981,0,98023,47.3078,-122.386,1860,8800,12,2014,19,4
6914,710000.0,4,1.75,2120,5400,1.0,0,0,4,8,1060,1060,1941,0,98199,47.6501,-122.395,2052,6000,4,2015,3,4
630,218000.0,3,1.0,960,9633,1.0,0,0,5,6,960,0,1982,0,98022,47.1951,-122.001,1080,8610,5,2014,23,4
6894,250000.0,3,1.0,930,6060,1.0,0,0,4,6,930,0,1973,0,98118,47.5289,-122.28,1640,6364,10,2014,7,1
1857,655000.0,4,2.25,2200,9163,1.0,0,0,4,8,1430,770,1971,0,98006,47.5653,-122.146,2420,9163,9,2014,24,2
19271,550000.0,3,1.5,1730,5750,1.0,0,0,3,7,1250,480,1947,0,98116,47.5645,-122.397,1370,5750,9,2014,9,1
15444,539500.0,4,2.25,2280,8550,1.0,0,0,3,8,1660,620,1977,0,98034,47.701,-122.231,2590,9500,12,2014,24,2
14500,462370.0,2,2.25,1860,2670,2.0,0,0,4,8,1860,0,1986,0,98006,47.5436,-122.187,1860,2531,12,2014,22,0
1226,234000.0,3,1.5,1200,11935,1.0,0,0,4,7,1200,0,1968,0,98042,47.3434,-122.082,1350,11935,4,2015,16,3
6583,1349000.0,4,3.5,4740,8611,2.0,0,3,3,11,3640,1100,2006,0,98027,47.5375,-122.07,4042,8321,4,2015,30,3
13392,185000.0,3,1.75,1170,9085,1.0,0,0,3,7,1170,0,1967,0,98023,47.2808,-122.354,1230,9085,10,2014,3,4
13165,548000.0,3,2.5,2110,4099,2.0,0,0,3,8,2110,0,2001,0,98072,47.7508,-122.17,2110,4871,6,2014,3,1
8637,530000.0,3,2.0,2330,26571,2.5,0,0,3,8,2330,0,1987,0,98005,47.6009,-122.158,2030,20037,6,2014,26,3
15844,251000.0,3,1.75,1220,7250,1.0,0,0,3,7,1220,0,1962,0,98045,47.4887,-121.784,1700,15251,5,2014,9,4
13621,1762000.0,3,2.25,3060,16000,2.0,0,0,3,10,3060,0,1988,0,98039,47.6189,-122.23,3510,13162,8,2014,21,3
14552,475000.0,3,2.25,1580,12177,1.0,0,0,3,7,1200,380,1981,0,98074,47.6254,-122.045,1660,11374,6,2014,13,4
10693,280500.0,3,2.25,1620,7566,2.0,0,0,3,7,1620,0,1990,0,98038,47.3566,-122.039,1470,7566,2,2015,18,2
8410,515000.0,3,1.75,1580,9147,1.0,0,1,4,7,1210,370,1967,0,98008,47.6069,-122.112,2600,23564,5,2014,7,2
1707,365000.0,3,1.5,1640,8301,1.0,0,0,3,7,1290,350,1958,0,98155,47.7443,-122.327,1640,8955,8,2014,5,1
3364,418000.0,4,2.5,2750,8471,2.0,0,0,3,7,2750,0,2003,0,98038,47.3671,-122.029,2610,7482,3,2015,16,0
18475,571500.0,3,1.0,1300,6710,1.0,0,0,4,6,1300,0,1952,0,98040,47.5851,-122.242,1630,9946,6,2014,3,1
2701,220000.0,2,1.0,780,6000,1.0,0,0,5,6,780,0,1923,0,98055,47.4759,-122.208,1080,6000,3,2015,12,3
18562,572000.0,3,2.5,2360,9938,1.0,0,0,3,8,1690,670,1987,0,98027,47.5374,-122.053,2280,9626,7,2014,28,0
18671,383000.0,3,1.5,1400,14850,1.5,0,0,4,7,1400,0,1910,0,98070,47.4471,-122.464,1350,14850,12,2014,23,1
18399,392500.0,3,1.0,1100,7650,1.0,0,0,3,7,1100,0,1952,0,98133,47.7219,-122.354,1430,7650,4,2015,13,0
2002,176250.0,4,2.0,1440,6702,1.0,0,0,4,7,1440,0,1966,0,98002,47.3056,-122.217,1030,6702,4,2015,10,4
1436,480000.0,5,4.75,3830,35000,1.0,0,0,3,8,2130,1700,1976,0,98077,47.7597,-122.079,2750,36150,5,2014,13,1
13797,535000.0,4,2.25,2620,33578,2.0,0,0,3,7,2620,0,1977,0,98075,47.5921,-122.013,2520,35160,10,2014,29,2
16126,550000.0,4,3.5,2770,24140,2.0,0,0,3,8,2770,0,1967,0,98033,47.6585,-122.186,1720,16011,4,2015,2,3
16083,293000.0,3,1.75,1420,13187,1.0,0,0,4,7,1420,0,1974,0,98059,47.4608,-122.065,1620,13824,7,2014,31,3
8707,590000.0,4,2.0,2490,339332,1.0,0,0,3,8,2490,0,2002,0,98022,47.2725,-121.929,1910,129373,10,2014,10,4
16070,814842.0,3,2.5,3190,6899,2.0,0,0,3,9,3190,0,2014,0,98034,47.7153,-122.221,3190,6899,7,2014,11,4
9731,255000.0,3,2.25,1890,7314,1.0,0,0,3,7,1100,790,1981,0,98031,47.4121,-122.172,1520,7676,3,2015,24,1
8899,653000.0,3,2.25,2800,17300,1.0,0,0,4,8,1420,1380,1971,0,98006,47.5716,-122.128,2140,12650,4,2015,28,1
9765,365000.0,3,1.75,1830,17349,1.0,0,0,3,8,1230,600,1977,0,98072,47.7427,-122.109,1840,11694,5,2015,5,1
7499,406500.0,2,1.0,870,5750,1.0,0,0,4,7,870,0,1947,0,98116,47.5637,-122.395,1100,5750,6,2014,30,0
5602,269000.0,4,2.5,1594,7665,1.0,0,0,5,7,1088,506,1975,0,98002,47.3262,-122.211,1536,6000,8,2014,6,2
5092,823000.0,3,2.5,2560,9825,2.0,0,0,4,9,2560,0,1988,0,98006,47.5497,-122.145,2710,12034,3,2015,24,1
2483,543000.0,4,2.5,2060,8451,2.0,0,0,3,8,2060,0,1995,0,98133,47.7168,-122.333,2060,9460,10,2014,31,4
9293,327500.0,3,2.5,2090,12027,2.0,0,0,3,8,2090,0,1991,0,98031,47.4084,-122.213,2090,12666,12,2014,15,0
8973,340000.0,3,2.5,2480,6112,2.0,0,0,3,7,2480,0,2004,0,98058,47.4387,-122.114,3220,6727,6,2014,19,3
16090,324450.0,3,2.0,1420,16000,1.0,0,0,3,7,1420,0,1966,0,98166,47.478,-122.358,1900,12630,10,2014,17,4
14726,378510.0,2,1.0,770,5185,1.0,0,0,3,7,770,0,1947,0,98126,47.5459,-122.379,1260,6550,4,2015,14,1
16727,279000.0,3,2.5,2010,11618,2.0,0,0,3,7,2010,0,1990,0,98022,47.1956,-121.985,1550,9354,11,2014,10,0
5834,789900.0,3,2.5,3420,25150,1.0,0,0,4,10,1750,1670,1987,0,98006,47.5706,-122.152,2900,19604,7,2014,8,1
2457,408000.0,2,1.0,810,7440,1.0,0,0,5,6,810,0,1948,0,98133,47.7346,-122.352,830,7500,9,2014,3,2
7116,738950.0,4,2.75,2260,12005,1.0,0,0,4,8,2260,0,1956,1989,98005,47.6342,-122.171,1870,10800,8,2014,20,2
19031,770000.0,3,2.5,2730,11380,2.0,0,0,3,10,2730,0,1995,0,98075,47.58,-122.057,2800,10070,8,2014,21,3
3336,835000.0,3,2.0,1570,4625,1.5,0,0,5,8,1570,0,1927,0,98117,47.68,-122.399,1760,4625,9,2014,16,1
8851,750000.0,3,2.5,2790,21043,2.0,0,0,3,9,2790,0,1993,0,98053,47.673,-122.03,2900,34589,3,2015,23,0
13846,950000.0,3,2.5,3080,8448,2.0,0,2,3,9,3080,0,2000,0,98199,47.6469,-122.389,2500,6400,8,2014,27,2
11674,255000.0,1,0.5,880,1642,1.0,0,0,3,6,500,380,1910,0,98126,47.5732,-122.372,1410,2992,8,2014,14,3
12442,280000.0,3,2.25,1358,1141,3.0,0,0,3,7,1358,0,2007,0,98133,47.7052,-122.346,1358,1196,10,2014,22,2
19514,349900.0,5,2.5,2530,4229,2.0,0,0,3,7,2530,0,2004,0,98038,47.3531,-122.021,2070,4879,12,2014,18,3
7965,466000.0,3,1.75,1680,9460,1.0,0,0,4,7,1680,0,1959,0,98006,47.5525,-122.182,1690,9448,12,2014,11,3
21192,675900.0,3,2.5,2920,9096,2.0,0,0,3,9,2920,0,2013,0,98059,47.4855,-122.149,2930,7995,9,2014,8,0
18743,489000.0,4,2.0,2120,11479,1.0,0,0,4,7,1060,1060,1940,0,98125,47.7084,-122.303,1540,11000,6,2014,20,4
8581,510000.0,4,2.5,2610,8031,2.0,0,0,3,8,2610,0,1998,0,98155,47.7717,-122.27,2320,8031,6,2014,19,3
13376,759000.0,3,2.25,2950,78843,1.5,0,0,3,9,2950,0,2006,0,98075,47.5917,-122.068,3880,78843,5,2014,9,4
4175,400000.0,3,1.75,2110,19600,1.0,0,0,4,8,2110,0,1959,0,98055,47.4742,-122.198,880,10077,7,2014,17,3
18850,620000.0,2,2.25,2910,6110,2.0,0,2,4,9,2910,0,1985,0,98136,47.5279,-122.387,2090,5763,3,2015,12,3
16475,431000.0,3,1.0,1500,6240,1.0,0,0,4,7,1500,0,1953,0,98125,47.7281,-122.311,1230,6240,3,2015,4,2
14002,229000.0,3,1.0,940,8400,1.0,0,0,3,7,940,0,1958,0,98056,47.5108,-122.165,1190,8400,4,2015,21,1
20217,437718.0,3,2.5,1800,3265,2.0,0,0,3,8,1800,0,2014,0,98065,47.5338,-121.841,1800,3663,11,2014,13,3
16912,346500.0,3,3.25,1570,2048,2.0,0,0,3,8,1290,280,2006,0,98126,47.548,-122.375,1570,2006,10,2014,21,1
1292,255000.0,2,1.0,960,28717,1.0,0,0,4,6,960,0,1984,0,98070,47.3356,-122.502,1860,28717,5,2014,9,4
10753,289571.0,3,1.5,1340,25160,1.0,0,0,3,7,1340,0,1968,0,98059,47.475,-122.111,1440,23680,4,2015,9,3
18077,390000.0,2,1.0,930,3100,1.0,0,0,3,6,930,0,1911,0,98144,47.5943,-122.302,1670,3800,8,2014,11,0
16418,750000.0,4,1.75,2520,21834,1.0,1,4,3,8,1420,1100,1960,0,98146,47.4996,-122.378,1700,8100,7,2014,29,1
50,228000.0,3,1.0,1190,9199,1.0,0,0,3,7,1190,0,1955,0,98148,47.4258,-122.322,1190,9364,9,2014,16,1
7654,640000.0,4,2.5,2260,5172,2.0,0,0,3,9,2260,0,2004,0,98052,47.7047,-122.128,2680,5172,11,2014,21,4
9697,200000.0,2,1.0,1730,9610,1.0,0,0,3,7,1380,350,1962,0,98001,47.2956,-122.285,1310,9812,6,2014,6,4
2828,900000.0,4,3.5,3070,4440,2.0,0,0,3,9,2030,1040,1922,2007,98116,47.5732,-122.411,1780,4800,3,2015,5,3
15062,150000.0,3,1.0,1200,9527,1.0,0,0,3,7,1200,0,1959,0,98168,47.5112,-122.316,1510,9457,7,2014,10,3
3777,1650000.0,5,4.0,3310,8400,2.0,0,0,3,10,3310,0,2000,0,98033,47.6914,-122.214,3430,8400,3,2015,5,3
11626,440000.0,2,1.0,1280,12086,1.0,0,0,3,7,850,430,1983,0,98074,47.634,-122.033,1280,10452,8,2014,21,3
16592,283000.0,3,1.75,1830,7600,2.0,0,0,3,7,1490,340,1947,0,98106,47.5317,-122.351,1300,4000,4,2015,17,4
